Gorid;goridm.jpg;goridf.jpg;West Alpinid|Neo Danubian|Pre Slavic|Carpathid|Alf?ld|East Alpinid;jyjl35t.gif
NorthAustralid;northaustralidm.jpg;northaustralidf.jpg;North Gondid|Bukaid|Desert Australid|Paleo Melanesid|South Australid;mpzx7osh.gif
Casamance;casamancem.jpg;casamancef.jpg;Senegalid|Bobo|Guinesid|Sudano Guinesid|Guineo Camerunian;848a55c4.gif
Iranid;iranidm.jpg;iranidf.jpg;Transcaspian|Proto Iranid|Armenid|Indo Iranid|Arabid|North Indid;ccuezsh.gif
Mtebid;mtebidm.jpg;mtebidf.jpg;Carpathid|Dinarid|Anatolid|East Alpinid|Armenid;75i1q1d.gif
basic/Centralid;basic/centralidm.jpg;basic/centralidf.jpg;Pacifid|Silvid|Andid|Amazonid;sigjn7k.gif
CentralAndid;centralandidm.jpg;centralandidf.jpg;North Andid|South Amazonid|South Andid|Pampid;5rmuszz.gif
CentralBantuid;centralbantuidm.jpg;centralbantuidf.jpg;Sudanid|North Bantuid|Katangid|South Bantuid|Mountain Dama|Chopi-Tswana;e7bcwoy.gif
CentralBrachid;centralbrachidm.jpg;centralbrachidf.jpg;East Alpinid|Indo Iranid|Indo Brachid|East Brachid;oq5sv1b4.gif
NorthPontid;northpontidm.jpg;northpontidf.jpg;Proto Nordid|Fenno Nordid|North Atlantid|Neo Danubian|Pontid;zarg9i8.gif
CentralEthiopid;centralethiopidm.jpg;centralethiopidf.jpg;Saharan Ethiopid|North Ethiopid|Danakil|East Ethiopid|Mundu Mangbeto|South Ethiopid;d5h2a84.gif
SouthGondid;southgondidm.jpg;southgondidf.jpg;Kolid|North Gondid|Arabian Veddoid|Karnatid|Vedda|Khmerid;guv02gus.gif
CentralPamirid;centralpamiridm.jpg;centralpamiridf.jpg;Andronovo-Turanid|East Pamirid|Plains Pamirid|Mountain Aralid|Indo Iranid|Indo Brachid;s155f2p.gif
WestAlpinid;westalpinidm.jpg;westalpinidf.jpg;Strandid|Borreby|African Alpinoid|Gorid|Gracile Mediterranid|East Alpinid;k6o3k7ag.gif
Changkiangid;changkiangidm.jpg;changkiangidf.jpg;Tibetid|Huanghoid|Kham|Chukiangid|Shanid|Tonkinesid;endwu83w.gif
Congolesid;congolesidm.jpg;congolesidf.jpg;Guinesid|Guineo Camerunian|West Congolesid|Mundu Mangbeto|Twa-Cwa|South Bantuid;7awr0cfu.gif
basic/Congolid;basic/congolidm.jpg;basic/congolidf.jpg;Sudanid|Nilotid|Bambutid|Bantuid;tnduvxkh.gif
Strandlooper;strandlooperm.jpg;strandlooperf.jpg;Mountain Dama|Kalaharid|Khoid|Karroid;5s9pi2ny.gif
Planid;planidm.jpg;planidf.jpg;Pacifid|Appalacid|California Pacifid|Arizonid;pjdk5do.gif
Dalofaelid;dalofaelidm.jpg;dalofaelidf.jpg;Paleo Atlantid|Tr?nder|Borreby|Tavastid|Anglo-Saxon|Canarid;jsefhta.gif
Danakil;danakilm.jpg;danakilf.jpg;Central Ethiopid|North Ethiopid|Omotic|East Ethiopid;1ft0q460.gif
PreSlavic;preslavicm.jpg;preslavicf.jpg;Neo Danubian|Ladogan|Alf?ld|Volgid|Gorid;xnpgkee.gif
IndoNordic;indonordicm.jpg;indonordicf.jpg;Proto Nordid|Mountain Indid|East Pamirid|North Indid|Indo Iranid;xonj26wo.gif
Dayakid;dayakidm.jpg;dayakidf.jpg;Kachinid|South Palaungid|Deutero Malayid|Micronesid|Toalid|Proto Malayid;94filcn.gif
DesertAustralid;desertaustralidm.jpg;desertaustralidf.jpg;North Australid|Barrinean|South Australid|Tasmanid;0k6qp47.gif
DeuteroMalayid;deuteromalayidm.jpg;deuteromalayidf.jpg;East Shanid|Annamid|Dayakid|Khmerid|Malagasid|Robust Polynesid;klmla2h.gif
Litorid;litoridm.jpg;litoridf.jpg;North Atlantid|Dinarid|Baskid|Gracile Mediterranid|Eurafricanid|Anatolid;d9j3wjxz.gif
basic/IndoMelanid;basic/indomelanidm.jpg;basic/indomelanidf.jpg;Indid|Veddid|Ethiopid;bhdkjpu.gif
Tavastid;tavastidm.jpg;tavastidf.jpg;Borreby|Savolaxid|Dalofaelid|Fenno Nordid|Aisto Nordid|Neo Danubian;0wraiti.gif
NorthBantuid;northbantuidm.jpg;northbantuidf.jpg;Nilo Hamitic|East Ethiopid|South Ethiopid|Sandawe|Central Bantuid|South Bantuid;vkofa3zf.gif
EastBrachid;eastbrachidm.jpg;eastbrachidf.jpg;Central Brachid|Shanid|Indo Brachid|Palaungid;5xqlm0jq.gif
EastEthiopid;eastethiopidm.jpg;eastethiopidf.jpg;North Ethiopid|Danakil|Central Ethiopid|Maasai|South Ethiopid|North Bantuid;7m1p6cfi.gif
EastPalaungid;eastpalaungidm.jpg;eastpalaungidf.jpg;Palaungid|Chukiangid|South Palaungid|Tonkinesid;46xxkzzj.gif
EastPamirid;eastpamiridm.jpg;eastpamiridf.jpg;Armenid|Central Pamirid|Anatolid|Indo Nordic|Plains Pamirid;hmr0expw.gif
EastShanid;eastshanidm.jpg;eastshanidf.jpg;Shanid|Tonkinesid|Deutero Malayid|Annamid|Khmerid|South Palaungid;q90jyqj.gif
EastSudanid;eastsudanidm.jpg;eastsudanidf.jpg;Fezzanid|Middle Nile|Sudanid|Equatorial Sudanid|Shari|Dinkaid;gfm57a51.gif
NeoDanubian;neodanubianm.jpg;neodanubianf.jpg;Tavastid|Savolaxid|Pre Slavic|Ladogan|Gorid|North Pontid;pwm19h3.gif
Senoid;senoidm.jpg;senoidf.jpg;North Gondid|Khmerid|Vedda|Semangid|Jahai Semangid|Toalid;c6xp2wr.gif
EquatorialSudanid;equatorialsudanidm.jpg;equatorialsudanidf.jpg;Shari|East Sudanid|Bobo|Sudano Guinesid|West Congolesid|Mundu Mangbeto;q5dvny8y.gif
FenguPondo;fengupondom.jpg;fengupondof.jpg;Chopi-Tswana|Malagasid|Xhosaid|South Bantuid;9mr6j55.gif
FennoNordid;fennonordidm.jpg;fennonordidf.jpg;Aisto Nordid|Savolaxid|Tavastid|Proto Nordid|NorthPontid;vh1r9xa.gif
Fezzanid;fezzanidm.jpg;fezzanidf.jpg;Moorish|Siwa|Paleo Saharid|Saharan Ethiopid|East Sudanid|Middle Nile;grar4mg.gif
Fijid;fijidm.jpg;fijidf.jpg;Insular Melanesid|Micronesid|Paleo Melanesid|Robust Polynesid|South Polynesid|Nesiotid;uo0mk4s.gif
SouthFuegid;southfuegidm.jpg;southfuegidf.jpg;Choc?-Motilon|Lagoa Santa|Huarpid|Botocudo|South Andid;iv3z34n.gif
GracileIndid;gracileindidm.jpg;gracileindidf.jpg;North Indid|Mountain Indid|Indo Brachid|Karnatid|Keralid|Sinhalesid;7ygs3d0.gif
MountainIndid;mountainindidm.jpg;mountainindidf.jpg;Indo Nordic|Tibetid|Proto Iranid|North Indid|Keralid|Gracile Indid;norio7o.gif
Hallstatt;hallstattm.jpg;hallstattf.jpg;Tr?nder|Aisto Nordid|North Atlantid|Proto Nordid|Anglo-Saxon|Norid;sji3lo6.gif
GracileMediterranid;gracilemediterranidm.jpg;gracilemediterranidf.jpg;Eurafricanid|West Alpinid|Litorid|Pontid|Trans Mediterranid|Paleo Sardinian;9zs1yhyv.gif
Nesiotid;nesiotidm.jpg;nesiotidf.jpg;Aoshima|Micronesid|Proto Malayid|Robust Polynesid|Fijid|South Polynesid;oq2nwac8.gif
GuineoCamerunian;guineocamerunianm.jpg;guineocamerunianf.jpg;Casamance|Sudano Guinesid|Guinesid|West Congolesid|West Bambutid|Congolesid;ba8qhi3.gif
Guinesid;guinesidm.jpg;guinesidf.jpg;Casamance|Sudano Guinesid|Guineo Camerunian|West Congolesid|Congolesid;stytxnm.gif
Hadza;hadzam.jpg;hadzaf.jpg;East Bambutid|Sandawe|Mountain Dama|Khoid;5bmmgphw.gif
Kham;khamm.jpg;khamf.jpg;Tibetid|Gobid|Changkiangid|Kachinid|Palaungid;sanf0b6o.gif
Tibetid;tibetidm.jpg;tibetidf.jpg;Mountain Aralid|Yakonin|Mountain Indid|Changkiangid|Kham;zw99mk3u.gif
Yemenid;yemenidm.jpg;yemenidf.jpg;Egyptid|Arabid|Middle Nile|Arabian Veddoid;8rocbpk.gif
Huanghoid;huanghoidm.jpg;huanghoidf.jpg;Manchu-Korean|Choshiu|Changkiangid|Yakonin|Chukiangid|Chikuzen;h8jwvhid.gif
Khoid;khoidm.jpg;khoidf.jpg;Katangid|Sandawe|Strandlooper|Hadza|Karroid|Kalaharid;nlywg9j6.gif
basic/Indid;basic/indidm.jpg;basic/indidf.jpg;Mediterranid|Turanid|Orientalid|Polynesid|Indo Melanid;kk5qb6r.gif
basic/Lappid;basic/lappidm.jpg;basic/lappidf.jpg;Alpinid|Sibirid|East Europid;gcxqzrn4.gif
basic/Melanesid;basic/melanesidm.jpg;basic/melanesidf.jpg;Veddid|Polynesid|Negritid|Australid;942yqce4.gif
basic/Sibirid;basic/sibiridm.jpg;basic/sibiridf.jpg;Lappid|Eskimid|Tungid|Ainuid|Turanid|Sinid;znox6te.gif
basic/Negritid;basic/negritidm.jpg;basic/negritidf.jpg;Veddid|Melanesid|Bambutid|Australid;1ybvy7zf.gif
Sudanid;sudanidm.jpg;sudanidf.jpg;Senegalid|East Sudanid|Bobo|Shari|Sudano Guinesid|Central Bantuid;4f4or0rk.gif
Huarpid;huarpidm.jpg;huarpidf.jpg;Choc?-Motilon|Lagoa Santa|Pampid|Botocudo|South Fuegid|Patagonid;yq65vcau.gif
IndoBrachid;indobrachidm.jpg;indobrachidf.jpg;Central Pamirid|Central Brachid|Indo Iranid|East Brachid|Gracile Indid;iif3xen.gif
IndoIranid;indoiranidm.jpg;indoiranidf.jpg;Iranid|Indo Nordic|Transcaspian|Central Pamirid|Indo Brachid|Central Brachid;8n8kn9v.gif
NorthIndid;northindidm.jpg;northindidf.jpg;Iranid|Indo Nordic|Gracile Indid|Mountain Indid|Keralid|Toda;r2dtck3z.gif
InsularMelanesid;insularmelanesidm.jpg;insularmelanesidf.jpg;Mountain Melanesid|Bukaid|Neo Melanesid|Brachio Melanesid|PaleoMelanesid|Fijid;hzeec4u.gif
Inuid;inuidm.jpg;inuidf.jpg;Chukchid|Bering Sea|Athabaskid|Appalacid;qf2avzq.gif
Ishikawa;ishikawam.jpg;ishikawaf.jpg;Choshiu|Aoshima|Chikuzen|Yakonin|Satsuma;i27rzsr9.gif
Isthmid;isthmidm.jpg;isthmidf.jpg;Pueblid|Maya|Choc?-Motilon|North Amazonid|North Andid|West Amazonid;i0vaw3m.gif
Kachinid;kachinidm.jpg;kachinidf.jpg;Kham|Palaungid|Shanid|South Palaungid|Proto Malayid|Dayakid;rpe4tyz.gif
NorthLappid;northlappidm.jpg;northlappidf.jpg;Scando Lappid|Samoyedic|Savolaxid|Ladogan|Volgid;g76z3p5n.gif
Kalaharid;kalaharidm.jpg;kalaharidf.jpg;Khoid|Xhosaid|Strandlooper|Karroid;3pzlnrz.gif
Khmerid;khmeridm.jpg;khmeridf.jpg;East Shanid|South Palaungid|South Gondid|Deutero Malayid|Senoid;ffcimiu.gif
Karnatid;karnatidm.jpg;karnatidf.jpg;GracileIndid|Kolid|Malabarese|South Gondid|Vedda|Sinhalesid;61tzj1n.gif
Karroid;karroidm.jpg;karroidf.jpg;Khoid|Xhosaid|Kalaharid|Strandlooper;773va46y.gif
Katanga;katangam.jpg;katangaf.jpg;Samoyedic|Chukchid|Yenisey|Baykal|Aralid|Mountain Aralid;5tt4pnl.gif
Katangid;katangidm.jpg;katangidf.jpg;Chopi-Tswana|Proto Ethiopid|Khoid|South Bantuid;cuo295ti.gif
Semangid;semangidm.jpg;semangidf.jpg;North Andamanid|Aetid|South Andamanid|Senoid|Jahai Semangid;c0emsz4o.gif
Keralid;keralidm.jpg;keralidf.jpg;North Indid|Mountain Indid|Malabarese|Gracile Indid|Sinhalesid|Toda;mx1vwum.gif
Kolid;kolidm.jpg;kolidf.jpg;North Gondid|South Gondid|Malabarese|Karnatid;67g9ubc.gif
ManchuKorean;manchukoreanm.jpg;manchukoreanf.jpg;Gobid|Baykal|Huanghoid|Amur-Sakhalin|Satsuma|Choshiu;8630mc0.gif
Pontid;pontidm.jpg;pontidf.jpg;Eurafricanid|North Pontid|Gracile Mediterranid|Transcaspian|Trans Mediterranid|Proto Iranid;vohiezzn.gif
Ladogan;ladoganm.jpg;ladoganf.jpg;Scando Lappid|North Lappid|Neo Danubian|Uralid|Pre Slavic|Volgid;44fuq195.gif
basic/Lagid;basic/lagidm.jpg;basic/lagidf.jpg;Margid|Amazonid|Andid|Patagonid;zfc0xrun.gif
Libyid;libyidm.jpg;libyidf.jpg;Egyptid|Trans Mediterranid|Targid|Arabid;t6d2jcvb.gif
Maasai;maasaim.jpg;maasaif.jpg;Omotic|East Ethiopid|South Nilotid|Nilo Hamitic|South Ethiopid|Sandawe;4d4ken59.gif
Malagasid;malagasidm.jpg;malagasidf.jpg;South Bantuid|Deutero Malayid|Fengu-Pondo;qtyem87.gif
Malid;malidm.jpg;malidf.jpg;North Gondid|North Andamanid|Vedda|South Andamanid;tzzf3og.gif
SouthPolynesid;southpolynesidm.jpg;southpolynesidf.jpg;Micronesid|Nesiotid|Fijid|Robust Polynesid;od3137cx.gif
basic/Margid;basic/margidm.jpg;basic/margidf.jpg;Ainuid|Silvid|Andid|Lagid;awrbcy6.gif
Maya;mayam.jpg;mayaf.jpg;Sonorid|Pueblid|Mexicid|Isthmid|North Andid;02aulxck.gif
Mexicid;mexicidm.jpg;mexicidf.jpg;Californid|Pueblid|Sonorid|Maya||Choc?-Motilon;zl4g7ye9.gif
MiddleNile;middlenilem.jpg;middlenilef.jpg;Fezzanid|Yemenid|East Sudanid|North Ethiopid;9ktp3g8n.gif
Moorish;moorishm.jpg;moorishf.jpg;Berberid|Targid|Fezzanid|Saharan Ethiopid|West Ethiopid;g1fgtp7h.gif
MountainAralid;mountainaralidm.jpg;mountainaralidf.jpg;Aralid|Katanga|Central Pamirid|Gobid|Tibetid;ei02qcj.gif
MountainMelanesid;mountainmelanesidm.jpg;mountainmelanesidf.jpg;Neo Melanesid|Insular Melanesid|Tapirid|Paleo Melanesid|Brachio Melanesid;xmr1y5iw.gif
MunduMangbeto;mundumangbetom.jpg;mundumangbetof.jpg;Equatorial Sudanid|Central Ethiopid|East Bambutid|South Nilotid|Congolesid|Twa-Cwa;z5mbzgyo.gif
SouthAustralid;southaustralidm.jpg;southaustralidf.jpg;North Australid|Barrinean|Desert Australid|Tasmanid;l802h9py.gif
NeoMelanesid;neomelanesidm.jpg;neomelanesidf.jpg;Brachio Melanesid|Mountain Melanesid|Nesiotid|Insular Melanesid|Paleo Melanesid;t7wq7ec.gif
PaleoMelanesid;paleomelanesidm.jpg;paleomelanesidf.jpg;Mountain Melanesid|Bukaid|Neo Melanesid|North Australid|Tasmanid|Fijid;hghniq5.gif
basic/Nilotid;basic/nilotidm.jpg;basic/nilotidf.jpg;Sudanid|Ethiopid|Congolid|Bantuid;lb3g3la.gif
NiloHamitic;nilohamiticm.jpg;nilohamiticf.jpg;Shillukid|Omotic|South Nilotid|Maasai|South Ethiopid|North Bantuid;xmyl2cbn.gif
Norid;noridm.jpg;noridf.jpg;Hallstatt|Proto Nordid|Borreby|Carpathid|Baskid|Dinarid;8evbbwad.gif
NorthAmazonid;northamazonidm.jpg;northamazonidf.jpg;Isthmid|Choc?-Motilon|West Amazonid|South Amazonid;1dfi0ysg.gif
NorthAndid;northandidm.jpg;northandidf.jpg;Pueblid|Maya|Isthmid|Bororo|Central Andid|South Andid;qier6vme.gif
NorthEthiopid;northethiopidm.jpg;northethiopidf.jpg;Siwa|Middle Nile|Saharan Ethiopid|Proto Ethiopid|Central Ethiopid|East Ethiopid;wlh2suzv.gif
NorthGondid;northgondidm.jpg;northgondidf.jpg;Kolid|Senoid|Malid|South Gondid|Vedda|North Australid;mynmp73d.gif
Strandid;strandidm.jpg;strandidf.jpg;Scando Lappid|Borreby|West Alpinid|Paleo Atlantid;c3g8jt82.gif
Uralid;uralidm.jpg;uralidf.jpg;Ladogan|Samoyedic|Volgid|Yenisey;el7dcij5.gif
basic/Polynesid;basic/polynesidm.jpg;basic/polynesidf.jpg;Indid|Ainuid|South Mongolid|Pacifid|Melanesid;d6atg6rp.gif
Omotic;omoticm.jpg;omoticf.jpg;Proto Ethiopid|Danakil|Nilo Hamitic|Maasai|South Ethiopid;j27y8bt.gif
Savolaxid;savolaxidm.jpg;savolaxidf.jpg;Scando Lappid|North Lappid|Tavastid|Fenno Nordid|Neo Danubian;dd1ily9s.gif
SouthAndamanid;southandamanidm.jpg;southandamanidf.jpg;Malid|North Andamanid|Semangid|Aetid;31ajpel.gif
Pacifid;pacifidm.jpg;pacifidf.jpg;Athabaskid|Planid|California Pacifid|Arizonid|Robust Polynesid;uotkqrb0.gif
Palaungid;palaungidm.jpg;palaungidf.jpg;Kham|Kachinid|East Brachid|East Palaungid|South Palaungid|Shanid;d0t3m88.gif
PaleoSaharid;paleosaharidm.jpg;paleosaharidf.jpg;Fezzanid|Saharan Ethiopid|Proto Ethiopid|Sandawe;1vm8s4ml.gif
Yenisey;yeniseym.jpg;yeniseyf.jpg;North Lappid|Samoyedic|Uralid|Chukchid|Katanga|Athabaskid;4n2v6jjq.gif
basic/Turanid;basic/turanidm.jpg;basic/turanidf.jpg;East Europid|Sibirid|Armenoid|Tungid;oseqpcn.gif
Pampid;pampidm.jpg;pampidf.jpg;South Amazonid|Bororo|Central Andid|Huarpid|Patagonid;fp5ckwy.gif
Patagonid;patagonidm.jpg;patagonidf.jpg;Pampid|Bororo|South Andid|Huarpid;171z2hrp.gif
